Draw,$0 claimable,$1 claimable,$2 claimable,$5 claimable,$10 claimable,$17 claimable,$20 claimable,$50 claimable,$69 claimable,$100 claimable,$164 claimable,$200 claimable,$316 claimable,$500 claimable,$1000 claimable,$1010 claimable,$1104 claimable,$1420 claimable,$2500 claimable
335,0,691,0,123,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0
336,0,648,0,127,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0
337,0,620,0,118,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0
338,0,624,0,130,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0
339,0,635,0,135,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
340,0,627,0,131,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0
341,0,650,0,143,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0
342,0,610,0,128,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0
343,0,651,0,137,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
344,0,617,0,129,0,0,12,0,0,0,0,1,0,0,2,0,0,0,0
345,0,654,0,122,0,0,22,0,0,0,0,1,0,0,1,0,0,0,0
346,0,627,0,124,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0
347,0,601,0,136,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
348,0,287,0,140,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0
349,0,279,0,151,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0
350,0,291,0,154,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0
351,0,292,0,144,0,0,18,0,0,0,0,1,0,0,2,0,0,0,0
352,0,273,0,167,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
353,0,261,0,162,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0
354,0,265,0,183,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
355,0,257,0,170,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0
356,0,262,0,189,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
357,0,254,0,182,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0
358,0,231,0,191,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
359,0,255,0,177,0,0,15,0,0,0,0,2,0,0,1,0,0,0,0
360,0,242,0,169,0,0,20,0,0,0,0,1,0,0,1,0,0,0,0
361,0,267,0,187,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0
362,0,243,0,145,0,0,25,0,0,0,0,0,0,0,2,0,0,0,0
363,0,253,0,178,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0
364,0,270,0,147,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0
365,0,248,0,181,0,0,23,0,0,0,0,1,0,0,1,0,0,0,0
366,0,264,0,151,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0
367,0,261,0,189,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0
368,0,252,0,193,0,0,27,0,0,0,0,2,0,0,1,0,0,0,0
369,0,268,0,161,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0
370,0,261,0,170,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0
371,0,263,0,193,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0
372,0,268,0,173,0,0,24,0,0,0,0,2,0,0,1,0,0,0,0
373,0,250,0,191,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0
374,0,266,0,195,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0
375,0,251,0,177,0,0,25,0,0,0,0,2,0,0,2,0,0,0,0
376,0,263,0,197,0,0,23,0,0,0,0,2,0,0,0,0,0,0,0
377,0,253,0,172,0,0,21,0,0,0,0,2,0,0,1,0,0,0,0
378,0,245,0,170,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0
379,0,270,0,170,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
380,0,249,0,189,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
381,0,237,0,173,0,0,22,0,0,0,0,1,0,0,3,0,0,0,0
382,0,251,0,164,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0
383,0,241,0,186,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0
384,0,248,0,172,0,0,16,0,0,0,0,1,0,0,3,0,0,0,0
385,0,133,84,74,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
386,0,143,85,56,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
387,0,166,98,56,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
388,0,155,83,55,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
389,0,142,84,78,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
390,0,168,94,66,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0
391,0,135,94,59,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
392,0,153,100,56,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0
393,0,164,107,52,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
394,0,164,88,54,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0
395,0,160,77,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
396,0,147,90,56,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
397,0,144,100,65,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0
398,0,166,88,76,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
399,0,169,97,55,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0
400,0,150,103,74,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
401,0,164,101,69,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
402,0,164,85,72,0,0,3,3,0,0,1,3,0,0,0,0,0,0,0
403,0,180,91,78,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
404,0,149,115,57,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0
405,0,171,98,67,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
406,0,170,87,69,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
407,0,142,99,60,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0
408,0,147,91,82,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0
409,0,160,95,56,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
410,0,163,106,63,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0
411,212,0,213,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
412,202,0,196,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
413,167,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,181,0,208,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
415,173,0,197,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
416,188,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,168,0,214,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
418,154,0,212,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
419,159,0,181,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
420,166,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,182,0,194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
422,174,0,207,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
423,181,0,214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
424,182,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,175,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,164,0,213,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
427,160,0,208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
428,163,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,3151,146895,6167,140240,46817,2645,1678,7185,159,2400,3,772,32,201,364,39,20,27,125
