Rank,Network,Address,Prizes,Balance,Winrate
311,0xfe6a2f082a402d08e2b5e25d230407a905db2bc3,polygon,170,1332,14.51%
312,0xec387f9748d93c674ddc72dce9823efd2250def8,polygon,213,1680,14.46%
313,0xb1af13b2e4be55ca69829a23c09a1f5663adf8d0,ethereum,687,4757,14.44%
314,0x37f1f0778ebff3bd2f5a4c6ff2fabe48857c822e,polygon,25,198,14.43%
315,0x27dfa6ba1dd770a675791c528d0346885cee982f,polygon,216,1716,14.40%
316,0x36d20ca87ecf77f2bd717f7288fe1d2cf842c2c1,polygon,156,1256,14.18%
317,0xd1ed8dfd122e1b2b1fe2407c40fbcda12d8196f1,polygon,822,6538,14.17%
318,0x238926025e84475e3182774df480021470f8f978,polygon,6251,50378,14.17%
319,0x6606677c4b5181786b0eea37895e7db9ac053390,polygon,628,5000,14.07%
320,0x0c54145f815ab79d27642bfd059c24244773d17f,polygon,57,455,14.06%
321,0x81e0e26616ee1ff383773ce6c7965eb50194d0ac,polygon,599,4871,14.02%
322,0xb588ecec91e33c14a7ae52f6a2e859fd77d5c673,polygon,14,113,14.00%
323,0x3528e0a8893502aad15796e7ac346ce9d49de57c,polygon,42,300,14.00%
324,0x2a2a054e06550d0ac4d326178faccb516561a4cd,polygon,140,1129,14.00%
325,0xdde74f034163192dd2170bb56b9cac2d45ce0a36,polygon,11,90,13.95%
326,0x16059b9a2a85dc6a692784e14a7e15a82ef87905,polygon,16,131,13.91%
327,0xcef64ac8f0b66a75e799b52df041b637841475c5,polygon,220,1783,13.86%
328,0xc49b2bd71f3283dd294dada5851b39cf9ef14abb,polygon,25,205,13.86%
329,0x84121b97942655c622f8105bb499a7b9cb2718be,polygon,186,1529,13.85%
330,0x6ffcbea30114d74570f678e4ac017d4cf0c0417a,polygon,170,1403,13.79%
331,0xdd582a9afa3e1410a005d9a4902dfd388d0360af,polygon,25,201,13.79%
332,0xda9c008c412a6922d515069f57e3125fb944f83c,polygon,168,1380,13.77%
333,0xe43391db6dd424b3dd6a0e5aa816be9d9792ae5d,polygon,354,2912,13.77%
334,0x7a824bea2bed9399a68cd0e340224809521c81d9,polygon,110,858,13.75%
335,0xcbe10324ae2d82fb618fc4a17a1d19d0b0ca9b9f,polygon,3650,30200,13.70%
336,0x30d18bc825229be06303c91b4ab2d4a2c952e8af,polygon,20,166,13.67%
337,0xcd43406fabcab5de9d46fcf18ecc0cd89a94d0ce,polygon,1460,12141,13.66%
338,0x0f40a1082ef660b4596e2e79bab42aad4af539ed,polygon,1229,10217,13.65%
339,0x8c6640728e75df626ee419f2e9461601fb02952a,polygon,6,50,13.64%
340,0x6ae03d1d3a9b161ec264c76ad73999ee25abec5a,polygon,1203,10040,13.60%
341,0xa0b038b22ce84eae04acdb4cf8d9a4612efad033,polygon,984,8224,13.58%
342,0x79f94ae8a65b331afef665ad628fb2853c2ef307,polygon,11,92,13.57%
343,0xd10d479a61024577344d7cf1ecc1431e221e983d,polygon,20,148,13.51%
344,0xef5ad662a5a42c3023e009035ee235082800b924,polygon,10,84,13.49%
345,0x3c0c4d32749ddcb0a3e7dfabc223b8eab919d4f3,polygon,51,429,13.48%
346,0xb3412a244bc6349fe4c38efa343e8b566db9cfbe,polygon,848,7114,13.45%
347,0x3e20c32e56d83f7c2b16b0531c7b28a5c49f768c,polygon,134,1130,13.37%
348,0xf25a1a60b1ed63c7dbfc0ae2fab46fb7ece7069d,avalanche,6,51,13.33%
349,0x1db86cf20757dd4944788933ca4a6c6356b7defe,polygon,21,179,13.33%
350,0xf897d2ba2547910f27b26124420e8cfb920e1dce,polygon,41,349,13.31%
351,0x6196a49842671ebcef2698e0642e155b06264a30,polygon,58,495,13.28%
352,0x851778371b57163466e7b0e6df1feb3fc5a27095,polygon,285,2426,13.26%
353,0x0ce54130c12b04e783473f98866f8736bda0b24a,polygon,3393,29019,13.23%
354,0x7904fba88101dae6610e99cc61f9a1f0b5131d31,polygon,120,1034,13.13%
355,0xb79753f7263552a248e8e44c56e208e3f12458ed,polygon,33,284,13.12%
356,0xd888f893dd9dec3d063125391a4631ac9589b280,polygon,71,613,13.11%
357,0x1f8eb576eac7f73ce8dcfee850ff410ba495c3a7,polygon,10,76,13.09%
358,0xf0e3e5cba62df1883acaa79bda50c048fb0339b3,polygon,1306,11299,13.05%
359,0x0dd471af28614ccdd5751477f5d270605f978d4e,polygon,5,44,12.97%
360,0x8df68cd876173fc5de3054151e878f2645e02c01,polygon,1158,10149,12.86%
361,0xa8095276892cdb732929dcc033462cb6650e5e58,polygon,642,5368,12.84%
362,0xe7f843ff0bf93001cc593f33f3b32d253bf1d52a,ethereum,5,39,12.82%
363,0x422d58a86e7ebc9e0d6308f732c58db398e00aa9,polygon,108,936,12.82%
364,0xffa5457c3b8248d6099ecfb07012218be348de48,polygon,10,88,12.81%
365,0x13dd58c9fcddb21161b3c26a408e7b1edfc08a1a,polygon,5,39,12.80%
366,0x6ea37ed3c988c215957fcdeb7c381fd827b9bf5c,polygon,690,6097,12.74%
367,0x777c86972819dc421f648d9a154c6bcf6760c2fa,polygon,280,2479,12.73%
368,0x19c92ca1c534078a3131a3c846ae83cc496d5645,polygon,240,2140,12.63%
369,0x64a742d1cbf940af2c36b64dd900905d45f45d43,polygon,126,1120,12.60%
370,0xb9a28ce32dca69ad25e17212bc6d3d753e795aae,polygon,377,3377,12.57%
371,0x88e3db8b8675e31dbc03f1151438deaf4aa7ca51,polygon,604,5420,12.54%
372,0xd560f575d42d88d3b8212dcd837604e552374e33,polygon,110,986,12.51%
373,0x02effda7463c2a02ba3101f2b3619bf6be476755,polygon,1,8,12.50%
374,0x538030bedab0a61167b1684a89384d5c97432686,polygon,5,40,12.50%
375,0x09ed0be279d2fde2d8f59146f4a5fc81a6e68bcf,polygon,5,40,12.50%
376,0x99b5ed7fc6c935845f0df907f7a882f30c3eaea4,polygon,79,711,12.50%
377,0x32ad379d17a523c79cba370a2bd645637ed4f4af,polygon,63,557,12.49%
378,0xc58b1934697879c122d53fdb26a3a604292e993b,polygon,112,1004,12.47%
379,0xc28bbeb8dcf086aeaf6e50259c553288a16e2a97,polygon,3734,33698,12.45%
380,0xc8fec7d6eddce3799faa4a71b3aa993cdf17a217,polygon,319,2890,12.41%
381,0xdae0061e2d8ae3246ba9df751118ef9aa9e77063,polygon,174,1576,12.40%
382,0x83302723edf15abc86511d59fb050cc6806f4992,polygon,2668,21669,12.40%
383,0x4b547f4975a4e57fc5a9fe154ba1ef244cde3d3f,polygon,1,8,12.35%
384,0x9e1e2bed5271a08a8e2acc8d5ecf99ec5382cf7a,polygon,110,892,12.33%
385,0x47b694c7d82acc34975061aa983e17e5564d75b9,polygon,11,100,12.30%
386,0xa8a551f0255346300f55eb134fb8574a4994a096,polygon,123,1122,12.29%
387,0xd3223fabbd10415f82eb51016c0f1d2a2fe1122f,polygon,11,90,12.22%
388,0x536a510d175fee56d7e2b1328715b601ad0bc64c,polygon,474,4241,12.15%
389,0xd43f3716cbb9386352880a9bd52f7f07ac01752b,polygon,607,5602,12.15%
390,0x5a872919133bfe715ecb7fc6a12ee2b59768168f,polygon,4283,39418,12.12%
391,0x69b552292fb5e71632bfecbd592c03d7998259ba,polygon,107,989,12.12%
392,0xe875d12fa2799a54b87d97d06421395e4dacf6a7,polygon,5,46,12.10%
393,0xe773b3dc818ebbcf13f224da7f17c86f87afd0da,polygon,20,176,12.04%
394,0x5b0a9d1445392f1b9e739be8a48f72ff5029e927,polygon,20,187,12.01%
395,0xc13e11e91523a08332d8e58873354e44ea2ea3e5,polygon,120,1119,12.00%
396,0x25d9917a9494e4b9b3e1435bdd43c7e58025d8fb,polygon,6,51,12.00%
397,0xe67c4861bdb29bca2b2082afa508cebf4e7d8aa2,polygon,6,56,12.00%
398,0xae3997645acb7f8dd302156e990e4107a8e9778f,polygon,6,56,12.00%
399,0x93676f0e810daf04b6d27d1a82c9ef641afdec85,polygon,1197,11135,11.97%
400,0xbba1c542e8f0675c0cdcbb277a640312bd8184cc,ethereum,239,2000,11.95%
401,0x3f727e63369f5d64a844ddfd2b21d1780e02e6f1,polygon,10,94,11.91%
402,0xf940b05858312cb3655d160b28e0bb4183aede7e,polygon,68,638,11.91%
403,0x58bbb8d3c0c16b35c6d09a8306dd012b61911699,ethereum,5,42,11.89%
404,0xee4dbdf74779d11f5abd0dae2ee2a87cfd5c3080,polygon,12,101,11.88%
405,0x8148e4bd8f81a477a21f2142edbaf4e0329911cf,polygon,2952,27821,11.85%
406,0x8d70d01e2641bec3f42c934cb04699e790cd0941,polygon,12,114,11.80%
407,0xb525f6b3b5efcc0c54582de2f08d890f7793e3e4,polygon,15,142,11.78%
408,0x07e836e86f212229c5c4cea8fc556eca87cfab64,polygon,3547,33670,11.77%
409,0x915c4580dffd112db25a6cf06c76cdd9009637b7,polygon,53,503,11.77%
410,0x60ec36607eb7db54b30cfb867cb440184307a38a,polygon,113,1076,11.73%
411,0x1cbcad072fa981f00518bcf6efe1480257dc2bc1,polygon,585,5579,11.70%
412,0x63f59dfe5a12be4ecab6ad0ecca568531077af42,polygon,387,3680,11.70%
413,0xa1d0ad6ec440a34f10e8a1658918d22c3ff49db4,polygon,215,2053,11.69%
414,0xa30ff4ed003c4403f3776a72e4b0c66292d43474,polygon,21,201,11.69%
415,0x8234c8b268ebd274edc469e219e3ea37951d2e8f,polygon,1165,11103,11.65%
416,0xcc34cd61c3c9477a32ea3143482f139519288e2e,polygon,10,96,11.61%
417,0x477c37e448204304efe09739fd729797943cf904,polygon,58,500,11.60%
418,0x798347fb75b7a5663f5d99de4b5a7998e4aaeab1,polygon,2270,21535,11.60%
419,0xd442deb96b90e3b3135653705c3ef1feefb346be,ethereum,2319,21336,11.59%
420,0x7e4d8e1de77d504349dbb5021561f44ca3ff8d83,polygon,4185,40222,11.59%
421,0x70144e5b5bbf464cff98d689254dc7c7223e01ab,polygon,1140,10886,11.57%
422,0x9aa4e6641fefd0764bfebdeda637e7782d7ed4dc,polygon,3356,32510,11.50%
423,0xaedc687fa5376d2fe9d4b81ebfc8c2ba30ba54ae,polygon,44,425,11.49%
424,0x536c2604935964d10da36a3011a9dcc4533e0959,polygon,212,2057,11.49%
425,0x7998bcb66e51a49be8e31a31b957bcd02c8ded6e,ethereum,473,4118,11.49%
426,0x37bdbd9ed6f5d9fbe2c3c53e7b34dc99639951db,polygon,52,504,11.45%
427,0x313d3061406fbd04cf1f6d20ec1e15dfe8cc7060,polygon,620,6038,11.44%
428,0x51eded4843e5448c6f3c934e948ec230d28e2adf,polygon,1,9,11.44%
429,0xef291bb068a7d55e7ea94653d1299af15e7492c5,polygon,47,458,11.43%
430,0x6d714e76af538fe76aa81a75b556686ad6002023,polygon,57,551,11.40%
431,0xa88c5bc0def1c87d3bd9de174978cdae0e0d0d8e,polygon,455,4439,11.37%
432,0x9119bc87389700b8970df51a810dd8fa4db38264,polygon,34,334,11.33%
433,0x34cb23d2f2a707a58539f3f62c45cc171a65cf14,polygon,12,118,11.32%
434,0x6d3ffd7238ce8850caa6390bc7fe6e7c6e069c03,polygon,310,3057,11.26%
435,0xa06f0ce631da69798412f943dc2f607fb0a27786,polygon,58,573,11.25%
436,0x89c46e4b8a76a252f574406bc8cea1b70772ef69,ethereum,206,1832,11.24%
437,0xb8688028c54efe7d6e27405616526b23c7ae6948,polygon,238,2353,11.24%
438,0x80d508898ae8098abfded871e9ea75d624aae3dd,polygon,132,1306,11.23%
439,0xb013832ff0cc8d685a15f8645a8e0295404146a2,polygon,11,98,11.22%
440,0xd94b9a07f7823cedeee3e5955a37c55e88a998b2,polygon,56,550,11.21%
441,0x98320f031d64f1e2290c0d25716f51939edf9a99,polygon,11,110,11.16%
442,0x638c0aa4dc7326c35b19f924706e4e5a1bbfc1b6,polygon,511,5091,11.16%
443,0x5955037f92e18abb42dee44754615d31190b21bb,polygon,30,299,11.14%
444,0x0ff048e52517a504016be4297f015ca2f6258a09,polygon,111,1110,11.10%
445,0x7893cbc9e89245e0470fe3ce9bb8bc3fb0bf27c3,polygon,501,5016,11.09%
446,0x8299a6aad14c685134072b9cbf884d5771915c92,polygon,244,2439,11.09%
447,0x7092fdbc448698461a3ae98488c35568f368e0ad,polygon,1104,11066,11.04%
448,0x078f4103fc26ea9797b87e4b7525a6fd096c978e,polygon,11,110,11.03%
449,0xa8c0695288902944d6d0a79b622e15fb81c1c316,polygon,1039,10476,11.01%
450,0xde01076afcc9b86592afb77b5856f7d653c19f94,polygon,11,100,11.00%
451,0x0ddd64c53ddaa55342abf2c8222b1ea8c752bd04,polygon,11,110,11.00%
452,0x862597d51bc2f83e7013fff18b4cba6c6cece672,polygon,1,10,10.99%
453,0x54c1632c049ff4a1e36b81e5d1d8f079cfdb8505,polygon,11,100,10.98%
454,0xcded63761b601f817fc8c7b4a03f15328e45f448,polygon,11,110,10.98%
455,0x4d5aa6c1dd9e41d6feacce642ea5432ce61069cf,polygon,10,92,10.93%
456,0xaf5b16f740bed90af42df6c28e5cd79458c102f1,polygon,236,2401,10.90%
457,0x6146fa97072825981cd6648bb99ca5661a0b798b,polygon,1087,11082,10.87%
458,0xfe81a7508a18ec19011b3f86782ea6b24c396b33,polygon,184,1874,10.85%
459,0x26e1b32867059ec52f18ca238fd08e837f41cf39,polygon,22,225,10.84%
460,0x25409b41c22cb6b457d5f6e4a0b84c7c8f7693ee,polygon,11,113,10.82%
461,0xd96776afcb1841083cdfac044b84cfce6153c1eb,polygon,52,481,10.80%
462,0x3f543e2bec898211feb7e3bb1b4ad6cd0926d657,polygon,388,3945,10.79%
463,0x60483b66023a919d57d1005d9d72f211dc9ac05f,polygon,100,1027,10.79%
464,0xfbc7fec691e289e7a5762d6d8bf232ae4a3c2328,polygon,931,9487,10.79%
465,0x763bd0fd2c0a166dbb7ef9103deaf84201774e17,polygon,52,535,10.77%
466,0x1b0665ce0acacf5d5ac970df33e8e8436aa11f37,polygon,20,206,10.75%
467,0x657605e073d2458b202dd609e49a114563badce9,polygon,79,819,10.66%
468,0x5da68351bd082abda73e42ac981db51d9364fe69,polygon,10,104,10.65%
469,0x52a427699a5d5cd5165c7973c0073b403f6b7fb3,polygon,1066,11059,10.65%
470,0xa3c4ef228703b8f5940b81f0423b4140d6c34444,polygon,242,2517,10.63%
471,0xbea844caf56901a9f5980e65e73d973befec8b86,polygon,212,2208,10.60%
472,0xac73e8314fa9bf082fc4cebf599b5701e162f95a,polygon,412,4301,10.56%
473,0x5c10afd2e8c8ae7e282aea60759209f32edfe3d8,polygon,7880,80061,10.51%
474,0x554ba0cf257f62f9e4ce7647c1163ef0d877a0b9,polygon,231,2429,10.50%
475,0x0f262853a5a3baecb7a4407b6bc0812d3e3360d8,polygon,459,4834,10.48%
476,0x80e23a5841537136c222dc6c25423dfb4d9fdf2b,polygon,10,106,10.43%
477,0xfbbfbf2756b062abe77e975ed0925295c87c1a15,polygon,1169,12214,10.40%
478,0xca369ff30b95b58c581df4ccf5fd555b947e2017,polygon,11,117,10.38%
479,0x27fc6962d402f5f7b017b6744e5e1e99995508e4,polygon,10,106,10.37%
480,0x425f5be3f74e0ecd9b6fce247983882e8506d36b,polygon,103,1046,10.36%
481,0x0af9db3ae05e6b51781d6bb7763ca42af50c7776,polygon,372,3964,10.35%
482,0x5cac53e0db0436ffabeac77570a1e02b49a809cf,polygon,12,128,10.33%
483,0x595ffb4e0738f4976a82dc9cd5158ac1eecdebf1,polygon,10,107,10.31%
484,0x794d04e96051a61d260eaaae98c4ddb9e42814a7,polygon,1410,15000,10.30%
485,0xf89bb80788a728688015765c8f4b75f96a87a5b3,ethereum,2171,21095,10.29%
486,0xc1ddb3208d9aed16f2265f20ae797af026a92b6e,polygon,780,8370,10.28%
487,0x220abd90038845893357e2305c638f817a453959,polygon,103,1108,10.25%
488,0xe5767edb4204655d4fde114f3c9ec95737c20c56,polygon,512,5493,10.24%
489,0xdcc3af08e1aa97effdb2ea6b801593f47b25db06,polygon,27,291,10.22%
490,0x1d9cb1a0e75045f18201ffe68deb7f8bc20272e8,polygon,1022,11015,10.22%
491,0xfdde0c595cff37715707bafd40752d39116ac396,polygon,668,7207,10.21%
492,0x2f7d72d4e3358fb5eb9cd091d356c9d0c500e23a,polygon,16,157,10.20%
493,0xeb94e6c19b92ec58a9a821c0bb1dc94731c1d274,polygon,10,108,10.19%
494,0x65eebaab9e69259dfbc90a5c7ed59a676931f618,polygon,20,217,10.17%
495,0xdad945c5f6e2d436d850a7282ac272b899f28371,polygon,21,228,10.16%
496,0x3470a5c433672e950345dfc3d2cedeeea8453ac4,polygon,260,2817,10.14%
497,0xc5e7c4351b629ea10fab0fdb4c7ecfbbdf5441cd,polygon,128,1391,10.12%
498,0x0c41b769bdc9078ba2da2dac1b7afd2017ed3de9,polygon,57,575,10.04%
499,0x77f226e8a8e0115d409860d7bff2e973d675ab1d,polygon,5,50,10.04%
500,0x2b5a0be5940b63de1eddccca7bd977357e2488ed,polygon,20,219,10.04%
501,0x8a3219af1afc928e3d062db4599e0b24e96151ca,ethereum,56,558,10.04%
502,0x59759f69495599ed41e7ac82d5b51cfd4c341afb,polygon,10,110,10.02%
503,0x8443379cbaf7a68b2cc1626df9e4cb47d525a0e4,polygon,71,729,10.01%
504,0xa4dc23608db92c532e9f1b73f6a80b687bf38554,polygon,10,110,10.00%
505,0x7e7dc277faaa51ada8ebec5fd0c9c440024c79ac,polygon,20,200,10.00%
506,0x52432473144056fe91aeae9240ad21e6b8213440,polygon,10,110,10.00%
507,0xbb584eeb747b97748ea003c55e37ddcd0e35f4e8,polygon,10,110,10.00%
508,0x326cce036f8db43ffe4e3a31445696e1b80fe93d,polygon,10,100,10.00%
509,0x4776bd6a2e40f79ab3cdf648977836825983b645,polygon,10,110,10.00%
510,0xeeb216a86c59834be3b71af5dd7c1ce031bdf647,polygon,10,110,10.00%
511,0x6150bc815b44fdbb97db5d63962442b3705aa61e,polygon,10,100,10.00%
512,0xf639fff07e0ef4e885b9cb298cc5e25d0d7a09b6,polygon,10,100,10.00%
513,0x0ec3dc7b8a94fe0506cb687307fc8de14f91284b,polygon,10,110,10.00%
514,0x8b3daad0185a25562f1f6288bcf7bc6b902e4482,polygon,10,110,10.00%
515,0x6ab3a6a55d35dff656909f246e7e741ac2c8f6ca,polygon,2,21,10.00%
516,0x000f4432a40560bbff1b581a8b7aded8dab80026,polygon,1,10,10.00%
517,0xc80660af245064cdd8eff2112b65ded35f2f5cc6,avalanche,1,10,10.00%
518,0x47c7df6af62d0eb49b830acf9740d5488730ed26,avalanche,1,10,10.00%
519,0xaa8a19d6bf655bfa3c448248ad2482d05bab6f98,polygon,100,1100,10.00%
520,0x0ab04313ac5ed53d2915505106e1c0a92b7c79ab,polygon,57,627,10.00%
521,0x7980540eefef4d342630f0f3b26e3be5633171bd,polygon,5,50,10.00%
522,0x868953a29e80e5113b3a2adcef50c3756f48befc,polygon,10,110,10.00%
523,0x5a295ac95527267cfe181dd44c0a4087622384e2,polygon,5,50,10.00%
524,0x67f69b5888647fd947195512da5738694be3df00,polygon,5,55,10.00%
525,0xcef1a9f5ebfe8f7aeb04bfb72fec0c3d09fdda38,polygon,5,55,10.00%
526,0xa0bd5156f633034f468175dc342c9a481cdf6510,polygon,5,50,10.00%
527,0x6903efff109e9e053a87f728c6ae713674443c4b,polygon,5,55,10.00%
528,0xab19fb5a215fa2ea7d84b7f2c52447b81a116507,polygon,10,100,10.00%
529,0x154a7fb9ae6b9cd0cce4a3a5b287b21f776b28f5,polygon,10,110,10.00%
530,0xedc3411b2d6cb543247a269cfb8a706d81a044da,polygon,50,550,9.98%
531,0x097a877ef27b1d7d0c63d10db3eefc3753aaca7c,polygon,52,575,9.95%
532,0xc716cf17bf6e549e337205ab60be4fe0d889ef40,polygon,1069,11821,9.94%
533,0x094aa624dde0c785aed7e50fa46f5d53790f68e3,polygon,10,111,9.93%
534,0x4d85b56c459fe2aae459b1bb0c36b33592998d0b,polygon,5,50,9.92%
535,0x2bb4c7956fb85564d540b8d453f8a10d7383d1b7,polygon,47,521,9.92%
536,0xa14ac1a9b3d52abd0652c5aca346099a6eb16b54,ethereum,741,7479,9.91%
537,0x6ee69f308348e173dc6ca6d467893cba0887c5ce,polygon,10,101,9.90%
538,0x4ca06b3e0f13deb1861d60971a45506922f9f4ea,polygon,217,2411,9.86%
539,0x5ee8a251af572509a9a22b039429745bd9707378,polygon,1,10,9.82%
540,0xd095e0f8c72e22319846b643c4bac0cac1f67006,polygon,98,1097,9.81%
541,0xf3f851f28cfabc840dac74b4eca6f73fcabb7084,polygon,55,616,9.81%
542,0xdaa070d909e010211606144ede5b2ca6864c2c1c,polygon,190,2130,9.78%
543,0x995514150da40cc16dc536d1deb566af0978999a,polygon,1011,11357,9.76%
544,0xe82d1289e7bd0db53e84b7f36c56dbbeee547f6c,polygon,6,62,9.76%
545,0xac2b96cb6f3fca857c5dd1b8d7c9640d17f4539a,polygon,11,124,9.75%
546,0x55d8fd591b4bb1dd5d0ac4ff523937cb97a392f4,polygon,971,10862,9.72%
547,0x3c5aac016ef2f178e8699d6208796a2d67557fe2,polygon,283,3195,9.71%
548,0xef18e1280f89a21f974d323e80910ae2bc9e3edf,polygon,10,113,9.71%
549,0xb7957368638c2cc1bf7ecf50795d44e61f228b49,polygon,3590,40505,9.70%
550,0x71dfba14e3f35f92d6181c0d73c8a4e5bacb57bc,polygon,336,3790,9.69%
551,0x8f7e4f6e71f0b25a3af594292147da0eed5f80b0,polygon,235,2656,9.68%
552,0x69aa4b1c616c9f2a08d57bc8809a199d07c978c0,polygon,96,1090,9.66%
553,0xf89bb80788a728688015765c8f4b75f96a87a5b3,polygon,14565,164981,9.62%
554,0x0def38f9d9d9f9bb3063a2ee17d551adf7a2bce0,polygon,27,307,9.61%
555,0xb89f354fc48c1edc490c9ef06f243caca727065f,ethereum,12,125,9.60%
556,0x256646ebe34336eb79ffcd5cf9d5500e55263756,polygon,10,114,9.60%
557,0x905893f53d0fa232fc00eabd5cdb5ac5d57ab18c,polygon,12,137,9.60%
558,0x669a9e8dbd4dee43c61db02c0f1df2bd8f653579,polygon,960,10958,9.60%
559,0xe104414bf575f943e7f94e55e7f59ed086035af4,polygon,58,661,9.59%
560,0x3e4d4812445f563b29a2221f4f58e4c8d3159f41,polygon,958,10951,9.57%
561,0xe290459e93e7eae5330c74c74abc48fcdfe9ddee,polygon,964,10747,9.57%
562,0xf92c2cceb4ec76d9c6927367e0680454366945db,polygon,11,126,9.57%
563,0x44a77bd3e1868e94d5a1df304d1d4f778bd543c3,polygon,955,10680,9.55%
564,0x9b6df28ed5a639106bd15d478dd96f6ebb09c9cf,polygon,190,2180,9.55%
565,0xc963348a4bd4bfcf329fcc80d90f81bd574393b5,polygon,759,8701,9.55%
566,0x9c2b62d894820bc65fee7ed395bc5cccc2af1035,polygon,11,126,9.53%
567,0x0f3f7c8d5c7f93b223ba2cb0cfd9514fba15ed96,polygon,5,58,9.51%
568,0xdd13de4ca2a0d11ba8f8ac02eac8080e5293aee5,polygon,282,3251,9.50%
569,0x659c1ffcdb00fc4dfde97257c68b7b1408be85a0,polygon,1019,11607,9.49%
570,0x8b0440657fc72764a2883a6504399a6e09bb07bf,polygon,1300,15000,9.49%
571,0x57e80d9393ced684cff2b5d6b5685b21ebdf6ad4,polygon,911,10546,9.45%
572,0xa37b8ce965d9a3f2b9df5cffe5626e6c68215b01,polygon,943,10941,9.43%
573,0x49d0ebb7cfeda46d440535a78e934510730f6aa9,polygon,10,106,9.42%
574,0x3e9ee38ce9507adbfc498bcede74797d794fed86,polygon,5,53,9.41%
575,0xaa82cf37a1d3af555bce9a5b185518479d61d9ab,polygon,219,2550,9.38%
576,0xaf4d94286b72dd1fbf50046559a56c504b00c4db,polygon,280,3270,9.36%
577,0x9abef0e98b38b01dc21c1153437337e8417aca1b,polygon,857,9349,9.36%
578,0x93d86966a552764dc401c97e3e6edd1066def400,polygon,228,2669,9.34%
579,0xfdb404f42e2cf7edfe22fc7798a721b651d7f1c0,polygon,757,8803,9.34%
580,0xc895ab70ad376437fbd7b62272e9a3d71d590cd3,polygon,14,164,9.33%
581,0x651d4a002a4a2c618f953df8328f091401096a77,polygon,367,4299,9.33%
582,0xcf052107eade84ebec14aeffe3405ab84c1aa67c,polygon,271,3171,9.33%
583,0x9cbbcd3b4129b1c00f0cd851baf118ebb0c4f168,polygon,655,7719,9.27%
584,0x73462fb5e7db4e647b437447082251dd67cde580,polygon,5,54,9.26%
585,0xa9c047918e3e14edc6923546e77357485e1f3f1b,polygon,925,10908,9.25%
586,0xe1f9aa46e14216d819f2f1a8da6b3e086212bf26,polygon,58,679,9.23%
587,0x3572ca5a03f64c056af5fa0a3499d0138e805f38,polygon,27,320,9.22%
588,0x8c740f5cd0c49e852dd691d55c86e49c82dc960c,ethereum,10,109,9.21%
589,0x02438f1de85e3fa28405153b11911c2907a1047e,polygon,11,130,9.20%
590,0x51bc9862ad17023fa88435f51fcaa6e677b2ca97,polygon,6005,71264,9.20%
591,0x9bf91b3b6ccf611f63c39a2f06d80bdc82ae607e,polygon,305,3614,9.18%
592,0xfbcfd0a67bbc544ff547d04d28b8ff1ea4b9d116,polygon,321,3808,9.18%
593,0x327664f9dd327495930863bbc47c64980998e270,polygon,918,10910,9.18%
594,0x766b3a974a296990e5d7fde6ebd88befa69754d5,polygon,10,119,9.16%
595,0x1a7886ca03d6be790bf9a3d310555a2828545511,polygon,1,12,9.16%
596,0x70f609976e161581bdeae063cc0c915a9074099e,polygon,32,381,9.16%
597,0xf2ae9721b43964e6d9bc9c4be5db75395e2201c9,polygon,260,3100,9.15%
598,0x3b3e41a912ce5c505c89815c2c79c3f971116000,polygon,1096,12510,9.13%
599,0xdab787b1fd319222c4e50dd9a0f1ab1da7cc927c,polygon,20,239,9.13%
600,0x626924b59a246efdb551e56ab61c547485ce38fc,polygon,209,2496,9.10%
601,0x4b5ff7258504976cb33b3ecf3d3152150292be94,polygon,10,120,9.10%
602,0xb6bd110c53267c04d695a22ac6ff4c8c3c2b8723,polygon,10,110,9.09%
603,0x902fbcc9d6d04a337df74646c291a301ce30adcc,polygon,10,120,9.09%
604,0x52cd795cffca6887f3500e83293464e5977cebfe,polygon,909,10908,9.09%
605,0x77190d5e6e632a71df046a94c57ecb707e7e8927,polygon,1,11,9.07%
606,0x3ec44a823e07555b5f889d8d954eec736eb5865b,polygon,32,375,9.07%
607,0x690393084aac22e4e8c2dd9d09131bd8c678ba7a,polygon,904,10330,9.04%
608,0xf2c5919aa87823ae2d04017c3bd8db1535114222,polygon,11,133,9.04%
609,0xe0c484c905da1488700270f8398419d8b84915b5,polygon,604,7287,9.03%
610,0xb804f9a8da53141b1b6d18ac5da9436febdc7298,polygon,1242,15000,9.03%
611,0x75db28c2f008b8aa8f65195b1dfc81026e019b6a,polygon,902,10891,9.01%
612,0x78adb1b4707b4b75a407dd913238735382451481,polygon,315,3811,9.01%
613,0x18491417c0609db07c69c240fa14fbf2b915b588,polygon,22,245,9.00%
614,0x5f6fcec7c071ed5bd4fa821e7d8d85ad83c42d04,polygon,52,631,8.99%
615,0xb21731d830b7e8460e5d6c66dc1ccc0a5d0a6b87,polygon,470,5708,8.97%
616,0x15a7c5c6a188852b8b3166bdc59c2e85defec6b8,polygon,10,122,8.97%
617,0xafeb5dd622e577e428752f70f1a5fead62819ddb,polygon,18,219,8.93%
618,0xcfc3ab2e1854a2ea74193b7784e5a0cf27bbf232,polygon,217,2430,8.93%
619,0xedf20598b9ab77eeee3203cf23e67fde66c7ea63,polygon,22,269,8.92%
620,0x2a7d165dfb723cea385b9859a40c5465a5573488,polygon,986,11941,8.90%
621,0x28ad99f487941a2038eef67c5eb0d1fa75e7b5c7,polygon,20,245,8.90%
